surah:ayah	position	word	meaning	ayah_link
96:19	3	tuṭiʿ'hu	obey him	 كَلَّا لَا تُطِعْهُ وَاسْجُدْ وَاقْتَرِبْ
2:158	19	taṭawwaʿa	voluntarily does	 وَمَنْ تَطَوَّعَ خَيْرًا فَإِنَّ اللَّهَ شَاكِرٌ عَلِيمٌ
2:184	21	taṭawwaʿa	volunteers	 فَمَنْ تَطَوَّعَ خَيْرًا فَهُوَ خَيْرٌ لَهُ
2:217	37	is'taṭāʿū	they are able	 وَلَا يَزَالُونَ يُقَاتِلُونَكُمْ حَتَّىٰ يَرُدُّوكُمْ عَنْ دِينِكُمْ إِنِ اسْتَطَاعُوا
2:273	8	yastaṭīʿūna	they are able	 لَا يَسْتَطِيعُونَ ضَرْبًا فِي الْأَرْضِ يَحْسَبُهُمُ الْجَاهِلُ أَغْنِيَاءَ مِنَ التَّعَفُّفِ
2:282	45	yastaṭīʿu	capable	 أَوْ لَا يَسْتَطِيعُ أَنْ يُمِلَّ هُوَ فَلْيُمْلِلْ وَلِيُّهُ بِالْعَدْلِ
3:97	16	is'taṭāʿa	is able	 وَلِلَّهِ عَلَى النَّاسِ حِجُّ الْبَيْتِ مَنِ اسْتَطَاعَ إِلَيْهِ سَبِيلًا
4:25	3	yastaṭiʿ	able to	 وَمَنْ لَمْ يَسْتَطِعْ مِنْكُمْ طَوْلًا أَنْ يَنْكِحَ الْمُحْصَنَاتِ
4:98	8	yastaṭīʿūna	are able to	 لَا يَسْتَطِيعُونَ حِيلَةً وَلَا يَهْتَدُونَ سَبِيلًا
4:129	2	tastaṭīʿū	will you be able	 وَلَنْ تَسْتَطِيعُوا أَنْ تَعْدِلُوا بَيْنَ النِّسَاءِ وَلَوْ حَرَصْتُمْ
5:112	8	yastaṭīʿu	able	 هَلْ يَسْتَطِيعُ رَبُّكَ أَنْ يُنَزِّلَ عَلَيْنَا مَائِدَةً مِنَ السَّمَاءِ
6:35	7	is'taṭaʿta	you are able	 فَإِنِ اسْتَطَعْتَ أَنْ تَبْتَغِيَ نَفَقًا فِي الْأَرْضِ أَوْ سُلَّمًا فِي السَّمَاءِ فَتَأْتِيَهُمْ بِآيَةٍ
7:192	2	yastaṭīʿūna	they are able	 وَلَا يَسْتَطِيعُونَ لَهُمْ نَصْرًا وَلَا أَنْفُسَهُمْ يَنْصُرُونَ
7:197	6	yastaṭīʿūna	they are able	 وَالَّذِينَ تَدْعُونَ مِنْ دُونِهِ لَا يَسْتَطِيعُونَ نَصْرَكُمْ
8:60	4	is'taṭaʿtum	you able (to)	 وَأَعِدُّوا لَهُمْ مَا اسْتَطَعْتُمْ مِنْ قُوَّةٍ وَمِنْ رِبَاطِ الْخَيْلِ
9:42	15	is'taṭaʿnā	we were able	 وَسَيَحْلِفُونَ بِاللَّهِ لَوِ اسْتَطَعْنَا لَخَرَجْنَا مَعَكُمْ
10:38	10	is'taṭaʿtum	you can	 وَادْعُوا مَنِ اسْتَطَعْتُمْ مِنْ دُونِ اللَّهِ إِنْ كُنْتُمْ صَادِقِينَ
11:13	12	is'taṭaʿtum	you can	 وَادْعُوا مَنِ اسْتَطَعْتُمْ مِنْ دُونِ اللَّهِ إِنْ كُنْتُمْ صَادِقِينَ
11:20	20	yastaṭīʿūna	able	 مَا كَانُوا يَسْتَطِيعُونَ السَّمْعَ وَمَا كَانُوا يُبْصِرُونَ
11:88	27	is'taṭaʿtu	as much as I am able	 إِنْ أُرِيدُ إِلَّا الْإِصْلَاحَ مَا اسْتَطَعْتُ
16:73	15	yastaṭīʿūna	they are able	 وَيَعْبُدُونَ مِنْ دُونِ اللَّهِ مَا لَا يَمْلِكُ لَهُمْ رِزْقًا مِنَ السَّمَاوَاتِ وَالْأَرْضِ شَيْئًا وَلَا يَسْتَطِيعُونَ
17:48	8	yastaṭīʿūna	they can	 انْظُرْ كَيْفَ ضَرَبُوا لَكَ الْأَمْثَالَ فَضَلُّوا فَلَا يَسْتَطِيعُونَ سَبِيلًا
17:64	3	is'taṭaʿta	you can	 وَاسْتَفْزِزْ مَنِ اسْتَطَعْتَ مِنْهُمْ بِصَوْتِكَ وَأَجْلِبْ عَلَيْهِمْ
18:41	6	tastaṭīʿa	you will be able	 أَوْ يُصْبِحَ مَاؤُهَا غَوْرًا فَلَنْ تَسْتَطِيعَ لَهُ طَلَبًا
18:67	4	tastaṭīʿa	will be able	 قَالَ إِنَّكَ لَنْ تَسْتَطِيعَ مَعِيَ صَبْرًا
18:72	6	tastaṭīʿa	will be able	 قَالَ أَلَمْ أَقُلْ إِنَّكَ لَنْ تَسْتَطِيعَ مَعِيَ صَبْرًا
18:75	7	tastaṭīʿa	will be able	 قَالَ أَلَمْ أَقُلْ لَكَ إِنَّكَ لَنْ تَسْتَطِيعَ مَعِيَ صَبْرًا
18:78	10	tastaṭiʿ	you were able	 سَأُنَبِّئُكَ بِتَأْوِيلِ مَا لَمْ تَسْتَطِعْ عَلَيْهِ صَبْرًا
18:82	33	tasṭiʿ	you were able	 ذَٰلِكَ تَأْوِيلُ مَا لَمْ تَسْطِعْ عَلَيْهِ صَبْرًا
18:97	2	is'ṭāʿū	they were able	 فَمَا اسْطَاعُوا أَنْ يَظْهَرُوهُ وَمَا اسْتَطَاعُوا لَهُ نَقْبًا
18:97	6	is'taṭāʿū	they were able	 فَمَا اسْطَاعُوا أَنْ يَظْهَرُوهُ وَمَا اسْتَطَاعُوا لَهُ نَقْبًا
18:101	10	yastaṭīʿūna	able	 وَكَانُوا لَا يَسْتَطِيعُونَ سَمْعًا
21:40	6	yastaṭīʿūna	they will be able	 بَلْ تَأْتِيهِمْ بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا
